,name,salary,specialisation,experience,tags
635,"Региональный менеджер по продажам (Иркутская область, Бурятия, Забайкалье)",35000 руб.,"Специализации:Менеджер по продажам, менеджер по работе с клиентами",Опыт работы 13 лет,['Коммуникабельность']
636,Журналист,29000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год,[]
637,Специалист по рекламе и PR,,Специализации:PR-менеджерМенеджер по маркетингу и рекламе,Опыт работы 7 лет 5 месяцев,"['Креативность', 'Работа в команде', 'Управление проектами', 'Написание текстов', 'Adobe Photoshop', 'Грамотная речь', 'Пользователь ПК', 'MS PowerPoint', 'Копирайтинг', 'CorelDRAW', 'Internet', 'CUBASE', 'Грамотность', 'Журналистика', 'Навыки продаж', 'Навыки презентации', 'Event Management', 'PR Events', 'Corporate Events Organization', 'BTL']"
638,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 11 месяцев,[]
639,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 9 лет 7 месяцев,"['Доброжелательность', 'общительность', 'умение найти подход к людям', 'энергичность']"
640,Журналист,15000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 6 месяцев,"['Владею методами и приемами практической работы с респондентами, Оперативно собираю, обрабатываю, гра']"
641,Литературный редактор,20000 руб.,"Специализации:Копирайтер, редактор, корректор",Опыт работы 5 лет 6 месяцев,['Ответственность']
642,Журналист,,"Специализации:Копирайтер, редактор, корректорЖурналист, корреспондентSMM-менеджер, контент-менеджер",Опыт работы 3 года 3 месяца,"['Обучаемость', 'Написание текстов', 'Написание пресс-релизов', 'Копирайтинг', 'Написание рекламных статей', 'Написание статей', 'Журналистика', 'Рерайтинг', 'Редакторская деятельность', 'Грамотность', 'Коммуникабельность', 'Английский язык', 'Пользователь ПК', 'Деловая переписка', 'Написание сценариев', 'Литературное редактирование', 'Корректура текстов', 'Наполнение контентом', 'Работа в команде', 'Поиск информации в интернет', 'написание аналитических текстов']"
643,PR-специалист,15000 руб.,Специализации:PR-менеджерМенеджер по маркетингу и рекламе,Опыт работы 6 лет 6 месяцев,"['Работа со СМИ', 'Грамотная речь', 'Креативность', 'Организация мероприятий', 'Навыки межличностного общения', 'Организация презентаций', 'Английский язык', 'Умение работать в команде']"
644,Помощник руководителя / директор,30000 руб.,"Специализации:Секретарь, помощник руководителя, ассистент",Опыт работы 10 лет 9 месяцев,"['1С: Торговля и склад', 'Пользователь ПК', 'Adobe Photoshop', 'Поиск и привлечение клиентов', 'Работа в команде', 'Поиск информации в интернет', 'Работа с большим объемом информации', 'Деловая переписка', 'Обучение персонала', 'Заключение договоров', 'Делопроизводство', 'Навыки продаж', 'Активные продажи', '1С: Предприятие 8', 'Internet', 'Документооборот', 'Подбор персонала', 'Кадровое делопроизводство', 'Организация мероприятий', 'Проведение презентаций', 'Навыки презентации', 'Подготовка презентаций', 'Интерьерная фотография', 'Видеомонтаж']"
645,Журналист,20000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 14 лет 6 месяцев,"['Написание рекламных статей', 'Поиск информации в интернет', 'Написание статей', 'Интервьюирование', 'Рерайтинг', 'Копирайтинг', 'Написание текстов']"
646,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 3 года 5 месяцев,"['Английский язык', 'Деловая коммуникация', 'Умение работать в коллективе', 'Пользователь ПК', 'Adobe Photoshop', 'Ведение переговоров', 'Деловая переписка', 'Организаторские навыки', 'Грамотная речь', 'Работа в команде', 'Водительское удостоверение категории B', 'Деловое общение', 'Работа с большим объемом информации', 'Проведение презентаций', 'Заключение договоров', 'Управление проектами', 'Телефонные переговоры', 'MS PowerPoint']"
647,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 месяца,"['MS Word', 'MS Excel', 'Написание пресс-релизов', 'Написание статей', 'Написание текстов']"
648,Журналист,40000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 18 лет 3 месяца,[]
649,Журналист,35000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года,['Портфолио- https://drive.google.com/drive/folders/19Wm-c38CcgnQwKN1zFjO8voHrfDKFNPO']
650,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 месяца,"['Грамотность', 'Журналистика', 'Пользователь ПК', 'Грамотная речь', 'Креативность', 'Написание текстов', 'Написание статей', 'Редактирование', 'Копирайтинг', 'Adobe Illustrator', 'Adobe InDesign']"
651,Редактор,30000 руб.,"Специализации:Копирайтер, редактор, корректорРежиссер, сценарист",Опыт работы 23 года 11 месяцев,"['Грамотность', 'Литературная деятельность', 'Работа с документами', 'Делопроизводство', 'Деловая переписка', 'Написание статей', 'Деловое общение', 'Организаторские навыки']"
652,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 7 месяцев,"['Грамотность', 'Креативность', 'Поиск информации в интернет', 'Обучение и развитие', 'Журналистика', 'Пользователь ПК', 'Работа в команде', 'Написание текстов', 'Работа с большим объемом информации', 'Ответственность', 'Добросовестность']"
653,Журналист,17000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 лет 9 месяцев,"['Деловое общение', 'Консультирование', 'Работа в команде', 'Грамотная речь', 'Навыки межличностного общения', 'Работа с большим объемом информации', '1С: Управление Торговлей', 'Работа с жалобами клиентов', 'Консультирование клиентов', 'Консультирование клиентов по телефону', 'Поиск информации в интернет', 'Работа с претензиями', 'Работа с документами', 'Способность обучать других', 'Деловая переписка', 'Работа с людьми', 'Ведение переговоров', 'Организаторские навыки']"
654,Журналист,30000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 5 лет,"['Мобильность', 'Грамотная речь']"
655,Журналист,30000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 3 месяца,"['Работа со СМИ', 'Интервьюирование', 'Социальные сети', 'Пользователь ПК', 'Работа в команде', 'Мониторинг СМИ', 'Написание статей', 'Креативность', 'Поиск информации в интернет', 'Журналистика', 'Написание текстов', 'Написание пресс-релизов', 'Репортажная фотосъемка']"
656,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 9 лет 3 месяца,"['Издательская деятельность', 'Исполнительность', 'Написание статей', 'Организаторские навыки', 'Ответственность', 'Редактирование']"
657,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года,['Журналистика']
658,копирайтер (удаленная работа),,"Специализации:Режиссер, сценаристКопирайтер, редактор, корректор",Опыт работы 11 лет,[]
659,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 лет 11 месяцев,"['Интервьюирование', 'Написание статей', 'Мониторинг СМИ', 'Написание текстов', 'Рерайтинг', 'Телефонное интервью', 'Грамотная речь', 'Написание рекламных статей', 'Поиск информации в интернет']"
660,Журналист-копирайтер,50000 руб.,"Специализации:Режиссер, сценаристКопирайтер, редактор, корректорЖурналист, корреспондент",Опыт работы 3 года 2 месяца,"['Обучаемость', 'Умение составлять статьи на заданную тему.']"
661,Журналист,35000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 10 лет 2 месяца,[]
662,Продавец-консультант (ТЦ Европа),20000 руб.,"Специализации:Продавец-консультант, продавец-кассир",Опыт работы 24 года 6 месяцев,"['Творческий подход к работе, исполнительность, ответственность, порядочность, вежливость, грамотная р', 'Пользователь ПК', 'Деловая корреспонденция', 'Ведение переговоров', 'Поиск информации в интернет', 'Деловое общение', 'Умение работать в команде', 'Телефонные переговоры', 'Управление персоналом', 'Грамотность', 'Литературная деятельность', 'Электронная почта']"
663,Журналист,50000 руб.,"Специализации:Журналист, корреспондент",Опыт работы 15 лет 4 месяца,"['ответственность, аналитические способности,']"
664,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 18 лет 9 месяцев,[]
665,Журналист,60000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 9 месяцев,"['Английский язык', 'Написание статей', 'Написание текстов', 'Adobe Audition', 'Adobe Premier', 'MS world', 'MS PowerPoint', 'MS Excel', 'Keynote', 'Репортаж', 'Репортажная фотосъемка', 'Видеосъемка', 'Хорошая дикция', 'проведение интервью', 'Продвижение в социальных группах', 'Ведение групп в социальных сетях']"
666,Журналист,,"Специализации:Журналист, корреспондент",Опыт работы 10 лет 3 месяца,"['Оперативность', 'Коммуникабельность', 'Грамотность', 'Написание статей']"
667,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 5 месяцев,"['Быстрота написания статей', 'Нестандартные темы', 'Умение доступно преподнести информацию', 'Эрудиция']"
668,"сценарист, драматург",800 USD,"Специализации:Режиссер, сценарист",Опыт работы 9 лет 3 месяца,['Ответственность']
669,журналист,15000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 3 года,[]
670,Журналист,15000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 11 лет 5 месяцев,[]
671,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 11 лет 3 месяца,"['Английский язык', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Французский язык', 'MS PowerPoint', 'MS Office', 'Преподаватель', 'CorelDRAW']"
672,Журналист,80000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 5 лет 4 месяца,"['Написание текстов, работа в кадре, монтаж', 'Консультирование', 'Грамотная речь', 'Умение работать в команде', 'Деловое общение', 'Организаторские навыки', 'Телефонные переговоры', 'Грамотность']"
673,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 1 месяц,[]
674,Журналист,10000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 лет 6 месяцев,"['Пользователь ПК', 'Поиск информации в интернет', 'Грамотная речь', 'Работа в команде', 'Радио', 'Грамотность']"
675,Журналист,60000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 12 лет 6 месяцев,[]
676,Журналист,7000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 месяца,[]
677,Удаленный журналист-копирайтер,25000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценаристКопирайтер, редактор, корректор",Опыт работы 18 лет 8 месяцев,"['Журналистика', 'SEO-копирайтинг', 'Написание рекламных статей', 'Грамотная речь']"
678,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 5 месяцев,"['SMM', 'Adobe Photoshop', 'Sony Vegas', 'Социальные сети', 'Ведение групп в социальных сетях', 'MS Office', 'Google Docs', 'Управление проектами', 'Интернет-реклама', 'Google Analytics', 'Контекстная реклама', 'Яндекс.Метрика', 'Adobe Illustrator', 'Организация мероприятий', 'MS Outlook', 'Adobe InDesign', 'Пользователь ПК', 'Английский язык', 'MS PowerPoint', 'Google AdWords', 'Наполнение контентом']"
679,"Журналист, копирайтер, SMM",25000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценаристКопирайтер, редактор, корректор",Опыт работы 15 лет,[]
680,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 1 год 1 месяц,[]
681,журналист,40000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 26 лет,"['Исполнительность', 'Грамотность', 'Английский язык', 'Пользователь ПК', 'Написание текстов', 'Написание статей', 'Работа с большим объемом информации', 'Internet', 'Письменный перевод', 'Управление проектами']"
682,Журналист,40000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 лет 4 месяца,['Исполнительность']
683,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 месяцев,"['Находчивость, коммуникабельность, стрессоустойчивость, грамотность.']"
684,Журналист,10000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 10 месяцев,[]
685,Менеджер по рекламе,25000 руб.,Специализации:Менеджер по маркетингу и рекламе,Опыт работы 13 лет,[]
686,журналист,6000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 6 месяцев,[]
687,"журналист , копирайтер , редактор",,"Специализации:Журналист, корреспондентРежиссер, сценаристКопирайтер, редактор, корректор",Опыт работы 19 лет 3 месяца,"['большой опыт журналистики', 'высокий профессионализм', 'Креативность', 'умение общаться с людьми', 'умение работать в команде', 'Копирайтинг', 'Написание текстов', 'Грамотность', 'SEO-копирайтинг', 'Написание рекламных статей', 'Редактирование текстов', 'Высокая скорость печати', 'Творческое мышление', 'Продвижение объекта', 'Google Docs', 'Написание статей', 'Ведение переговоров', 'Наполнение контентом', 'Работа в команде', 'Написание пресс-релизов', 'Редактирование', 'Деловая переписка', 'Нейминг', 'Яндекс дзен', 'Тексты для Я.Дзен']"
688,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 месяца,[]
689,Журналист,30000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 7 месяцев,"['Исполнительность', 'Пользователь ПК', 'Английский язык', 'Грамотность', 'Написание текстов', 'Высокая скорость печати', 'Написание статей', 'Работа с большим объемом информации', 'Поиск информации в интернет', 'Инфостиль']"
690,Телеведущий,40000 руб.,Специализации:Другое,Опыт работы 10 лет 9 месяцев,"['уверенно чувствую себя перед камерой, грамотная речь, коммуникабельный,', 'коммуникативные качества речи, уверенно чувствую себя перед камерой,']"
691,Журналист,30000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 4 месяца,"['Пользователь ПК', 'Поиск информации в интернет', 'Работа в команде', 'Работа с большим объемом информации', 'Грамотная речь', 'Деловое общение']"
692,Журналист,60000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 5 лет 11 месяцев,"['Журналистика', 'Документальное кино', 'Ведущий мероприятий', 'Написание текстов', 'Написание рекламных статей', 'Репортажная фотосъемка', 'Креативность', 'Наполнение контентом', 'Фотография', 'Интервьюирование', 'Грамотная речь', 'Организаторские навыки', 'Написание сценариев', 'Грамотность', 'Работа в команде', 'Пользователь ПК', 'Активные продажи', 'Навыки продаж', 'Театр', 'Футбол', 'Спорт']"
693,Журналист,45000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 5 лет,"['Наполнение контентом', 'Грамотность', 'Интервьюирование', 'Копирайтинг', 'Написание текстов', 'Написание статей', 'Грамотная речь', 'Пользователь ПК', 'Английский язык']"
694,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 7 месяцев,[]
695,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 19 лет 3 месяца,[]
696,Журналист,30000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 5 месяцев,"['Грамотность', 'Оперативный поиск информации в сети Интернет', 'Умение работать в коллективе', 'Организаторские навыки']"
697,Журналист,10000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 5 месяцев,[]
698,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 лет 10 месяцев,"['аккредитация журналистов', 'Интервьюирование', 'Написание пресс-релизов', 'Написание статей', 'Написание текстов', 'Наполнение контентом', 'отбор фотографий для журнала', 'поиск новостей', 'Редактирование', 'Управление проектами']"
699,Молодой специалист,30000 руб.,Специализации:Другое,Опыт работы 10 лет 6 месяцев,[]
700,Специалист по связям с общественностью,30000 руб.,Специализации:PR-менеджерМенеджер по маркетингу и рекламе,Опыт работы 8 лет 9 месяцев,"['Написание текстов', 'Электронные СМИ', 'Взаимодействие с телевидением', 'Медиа-мониторинг', 'Написание статей', 'Пользователь ПК', 'Написание рекламных статей', 'исходящие звонки', 'Организация пресс-конференций']"
701,Сценарист,50000 руб.,"Специализации:Режиссер, сценарист",Опыт работы 9 лет 9 месяцев,[]
702,Журналист,25000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 месяца,[]
703,Журналист,30000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 15 лет 6 месяцев,[]
704,Журналист,,"Специализации:Журналист, корреспондентКопирайтер, редактор, корректор",Опыт работы 5 лет 9 месяцев,"['Копирайтинг', 'Рерайтинг', 'Создание сайтов', 'Написание статей', 'Журналистика']"
705,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 11 месяцев,[]
706,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 13 лет 5 месяцев,[]
707,обозреватель,40000 руб.,"Специализации:Режиссер, сценарист",Опыт работы 32 года 9 месяцев,[]
708,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 6 месяцев,"['Сбор информации и написание статей', 'Пользователь ПК', 'Поиск информации в интернет', 'Грамотность', 'Ведение отчетности', 'Управление персоналом', 'Организаторские навыки']"
709,Журналист,15000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года,[]
710,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 18 лет 5 месяцев,[]
711,Журналист,60000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондентПереводчик",Опыт работы 1 год 5 месяцев,"['Креативность', 'Английский язык', 'Высокая скорость печати', 'Написание текстов', 'Интервьюирование', 'Журналистика', 'Музыкальная журналистика', 'Журналистские расследования', 'Грамотная речь', 'Написание статей', 'корейский язык']"
712,Хостес,20000 руб.,"Специализации:Официант, бармен, баристаХостес",Опыт работы 6 лет 11 месяцев,"['Пользователь ПК', 'Грамотная речь', 'Точность и внимательность к деталям', 'Организаторские навыки', 'Английский язык', 'Работа в команде', 'Adobe Photoshop', 'Работа с оргтехникой', 'Грамотность', 'Навыки продаж']"
713,Специалист,,"Специализации:Менеджер по продажам, менеджер по работе с клиентами",Опыт работы 20 лет 2 месяца,"['Умение работать в коллективе', 'Пользователь ПК', 'Грамотная речь', 'AutoCAD', 'Английский язык', 'Водительское удостоверение категории B', 'Грамотность', 'Аналитическое мышление', 'Ориентация на результат', 'Организаторские навыки', 'Холодные продажи']"
714,Тайный покупатель,,Специализации:Другое,Опыт работы 8 лет 8 месяцев,"['Коммуникативные навыки', 'Копирайт', 'Написание статей', 'Ответственность', 'Управление проектами']"
715,Коммерческий представитель,20000 руб.,Специализации:Супервайзер,Опыт работы 15 лет 3 месяца,[]
716,"Журналист, корреспондент, копирайтер, редактор, smm-менеджер, контент-менеджер",40000 руб.,"Специализации:Режиссер, сценаристКопирайтер, редактор, корректорЖурналист, корреспондент",Опыт работы 3 года 5 месяцев,"['Копирайтинг', 'Редактирование текстов', 'Написание статей', 'Деловое общение', 'Интервьюирование', 'Журналистика', 'Проведение телефонных интервью', 'Взаимодействие с телевидением', 'Выступления на телевидении']"
717,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 4 года 1 месяц,"['Репортажи', 'Обзоры', 'Интервью', 'Новости', 'Статьи', 'Написание пресс-релизов', 'Пост-релизы', 'Авторские материалы', 'Основы психологии', 'Знание невербальных коммуникаций', 'Редактура', 'Многозадачность', 'Пользователь ПК', 'Сбор и анализ информации', 'Анализ аудитории', 'Тележурналистика', 'Работа с телесуфлером', 'Английский язык', 'Грамотная речь', 'Умение планировать', 'Поиск информации в интернет', 'Корреспонденция']"
718,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 9 лет 10 месяцев,"['Ответственность', 'Коммуникабельность', 'Грамотная речь', 'Пользователь ПК', 'Грамотность', 'Деловая переписка', 'Работа в команде', 'Организаторские навыки', 'Деловое общение', 'MS Outlook', 'Креативность', 'Делопроизводство', 'Деловая коммуникация', 'Телефонные переговоры', 'Ориентация на результат', 'Работа с оргтехникой', 'Работа с большим объемом информации', 'Поиск информации в интернет', 'Организация мероприятий', 'Документооборот']"
719,журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 месяца,[]
720,Журналист,17000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года 4 месяца,"['Сбор и анализ информации', 'Написание статей', 'написание очерков', 'написание репортажей']"
721,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 11 месяцев,[]
722,журналист,15000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 7 месяцев,[]
723,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 9 месяцев,"['Английский язык', 'MS Office', 'Журналистика', 'Грамотная речь', 'Креативность', 'Написание текстов', 'Корректура текстов', 'OBS', 'Грамотность', 'Написание статей', 'Написание сценариев', 'Написание рекламных статей', 'Копирайтинг']"
724,"Журналист, помощник журналиста",20000 руб.,"Специализации:Журналист, корреспондент",Опыт работы 1 месяц,"['Ответственность', 'Креативность', 'Грамотная речь', 'Пользователь ПК', 'Написание текстов', 'Умение работать в команде', 'Доброжелательность', 'Коммуникабельность', 'Любознательность', 'MS PowerPoint']"
725,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 4 года 5 месяцев,"['Интервьюирование', 'Навыки межличностного общения', 'Творческое мышление', 'Журналистика', 'Организаторские навыки', 'Редакторская деятельность', 'Написание статей', 'Организация мероприятий', 'Грамотная речь', 'Редактирование', 'Написание пресс-релизов', 'Interviews', 'Написание текстов', 'Грамотность', 'Креативность']"
726,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 12 лет 8 месяцев,"['Работа в команде', 'Поиск информации в интернет', 'Журналистика', 'Интервьюирование', 'Телефонное интервью', 'Грамотная речь', 'Пользователь ПК', 'Грамотность']"
727,Оператор call-центра,40000 руб.,"Специализации:Оператор call-центра, специалист контактного центра",Опыт работы 45 лет 10 месяцев,['работа с физическими лицами']
728,Журналист,30000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 5 лет 3 месяца,"['Написание статей', 'Написание рекламных статей', 'Креативность', 'Деловое общение', 'Организаторские навыки', 'Деловая коммуникация', 'Грамотность', 'Пользователь ПК', 'Написание текстов', 'Написание пресс-релизов', 'Копирайтинг', 'Работа в команде', 'Интервьюирование', 'Управление интернет-проектами', 'Музыкальная журналистика', 'Журналистика', 'Написание рекламных сценариев', 'Написание сценариев', 'Ведение групп в социальных сетях', 'Продвижение мероприятий компании в социальных сетях', 'Социальные сети', 'Final Cut', 'Спортивные мероприятия']"
729,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 8 месяцев,"['Права категории А,В,С', 'Уверенный пользователь ПК', 'Фотография']"
730,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 1 год 1 месяц,"['Работа с людьми', 'Работа в команде', 'Прямые продажи', 'Пользователь ПК', 'Поиск информации в интернет', 'Умение работать в команде']"
731,Журналист,12000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 3 месяца,['Работа на Международной специализированной выставке технологий горных разработок']
732,Журналист,25000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 18 лет 3 месяца,[]
733,Журналист-копирайтер,10000 руб.,"Специализации:Журналист, корреспондентКопирайтер, редактор, корректорРежиссер, сценарист",Опыт работы 12 лет 11 месяцев,"['Написание текстов, интервью по телефону, поиск информационных поводов,']"
734,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 3 месяца,"['Индивидуальный стиль написания', 'Грамотность', 'Компетентность', 'Литературные способности', 'Харизма, внутренний мир', 'Трудолюбие', 'Ответственность']"
735,Журналист,800 USD,"Специализации:SMM-менеджер, контент-менеджерРежиссер, сценаристТехнический писательКопирайтер, редактор, корректорЖурналист, корреспондент",Опыт работы 9 лет,"['Журналистика', 'Журналистские расследования', 'Написание текстов', 'Написание статей', 'написание аналитических текстов', 'Написание рекламных статей', 'Написание сценариев', 'Копирайтинг', 'Грамотная речь', 'Интервьюирование', 'Рерайтинг', 'Ведение переговоров', 'Организаторские навыки', 'Медиа-мониторинг', 'Мониторинг СМИ', 'Работа со СМИ', 'Управление проектами', 'Деловая коммуникация', 'Социальные сети', 'Ведение групп в социальных сетях', 'PR', 'SMM', 'SEO-копирайтинг', 'Публичные выступления', 'Веб-аналитика', 'Фотография', 'Обработка изображений', 'Обработка видео', 'Монтаж звука', 'Проектная документация']"
736,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 7 месяцев,[]
737,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 1 месяц,"['Работа в сфере журналистики , в печатных изданиях , интеренет изданиях , н телевидение']"
738,Журналист,15000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 4 месяца,['быстро и качественно информировать пессу']
739,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 4 месяца,"['Написание рекламных статей', 'Написание текстов', 'Журналистика', 'Грамотность', 'Написание статей']"
740,"Руководитель, специалист пресс-службы и PR",45000 руб.,Специализации:Менеджер по маркетингу и рекламеPR-менеджер,Опыт работы 20 лет 9 месяцев,[]
